y_true,y_pred
1221.56,1226.2086
1329.32,1241.5227
1490.88,1268.968
1362.14,1211.6416
1233.44,1133.3087
999.39,1043.0592
1079.26,1042.6967
1217.8,1096.3955
1384.43,1156.2683
1264.43,1136.3647
1074.9,1097.6631
1221.94,1030.9451
1094.23,1000.2783
1059.93,1088.3925
1374.48,1160.7521
1239.58,1216.2034
1174.48,1123.7017
1110.24,1072.1958
1174.05,1024.7864
1121.47,914.3486
931.59,836.4053
749.74,776.91473
737.62,714.9756
900.28,697.5121
773.59,652.5819
582.3,601.2898
662.33,559.2904
714.48,511.98166
472.46,464.17847
461.84,386.5317
458.73,370.69147
512.66,385.14307
481.66,363.54773
416.92,314.7011
390.94,260.7844
273.63,221.42691
400.82,237.3888
414.6,324.15778
521.75,367.9533
454.64,366.6839
401.18,370.12073
631.12,407.00824
446.35,408.51953
535.56,358.56204
448.9,310.479
371.06,391.48505
715.18,524.3952
881.04,644.89386
585.02,610.16754
705.86,522.7329
684.92,463.32825
456.08,453.66797
410.7,415.9986
598.25,521.017
759.33,544.5333
581.05,490.14288
466.42,348.65717
276.32,289.17523
360.56,260.98978
442.98,260.53015
429.35,298.3755
362.53,367.6278
623.39,428.62277
513.02,420.36877
383.69,372.0443
396.38,351.56546
503.4,361.24252
396.21,378.77463
529.21,477.70563
665.58,527.4504
637.92,605.15393
900.13,742.90594
958.77,831.7378
973.45,875.0537
826.63,814.41235
1078.03,924.8097
1115.65,1084.258
1241.28,1222.7811
1428.38,1342.8949
1574.15,1411.8052
1563.12,1406.6256
1287.08,1282.1874
1297.29,1242.0076
1337.78,1343.7034
1589.82,1397.0085
1567.32,1455.4753
1431.26,1355.8738
1460.0,1337.186
1365.65,1243.9078
1296.27,1188.5989
1154.51,1064.9026
1089.97,976.8874
1019.88,961.0452
1139.98,991.7007
1099.88,1092.9485
1274.51,1120.1326
1229.96,1179.0637
1337.91,1188.1167
1224.07,1113.1918
1072.11,1046.2385
1165.99,991.216
1097.45,980.212
1017.02,977.6224
1067.09,965.8386
1125.53,991.53033
1135.39,1036.2227
1094.57,1093.2665
1250.83,1152.6467
1471.03,1366.5763
1583.41,1546.7441
1724.31,1590.0101
1559.12,1541.6436
1624.53,1483.0405
1528.48,1492.6743
1625.11,1611.3602
1833.58,1670.1499
1924.02,1745.0178
1785.3,1798.8065
1932.37,1807.8903
2006.41,1828.2803
1795.78,1819.527
1987.98,1800.9701
1941.04,1876.2882
1945.13,1881.4717
1952.84,1870.3857
1978.32,1863.5812
1934.96,1859.8529
1933.96,1840.1758
1904.79,1819.0256
1907.81,1805.6052
1861.92,1778.658
1819.86,1750.074
1832.17,1725.4602
1797.44,1721.6619
1790.23,1710.6891
1764.87,1677.3057
1747.07,1655.0627
1755.17,1645.3892
1736.61,1640.2031
1713.59,1630.4697
1702.96,1620.9209
1665.12,1646.4939
1668.4,1605.9382
1641.41,1602.9377
1622.18,1571.6067
1628.7,1582.1787
1623.91,1675.6079
1614.81,1684.8313
1594.93,1672.23
1589.96,1416.7705
1590.4,1151.1305
630.54,640.1991
0.0,568.0654
1460.86,868.5936
1969.37,1244.5757
1983.25,1769.0671
1911.68,2022.022
1845.36,2153.8203
1844.46,2171.935
1780.33,2094.1733
1790.91,1985.6484
1770.52,1680.9471
1789.83,1076.2195
545.07,932.5167
0.0,903.4065
1761.47,988.60236
2044.37,1676.3716
1979.26,1854.3385
1976.72,2058.1348
2015.6,2019.887
1949.82,2098.526
1969.07,1854.264
1976.61,1950.9426
1924.81,2054.0842
1897.33,2017.8921
1920.63,1997.1459
1870.96,2014.4539
1876.1,1911.3857
1821.96,1925.7356
1816.29,1811.3771
1803.73,1603.0948
1810.15,1390.9121
1410.09,1070.4365
0.0,559.1322
0.0,476.3379
493.84,636.8229
1935.27,1327.0256
1944.43,1842.6802
1968.22,2061.7065
1920.88,2055.7986
1921.53,1932.2007
1843.03,1778.6313
1872.99,1795.3765
1946.21,1896.8674
1821.64,1786.0089
1817.6,1721.0144
1701.91,1720.4521
1781.65,1730.8661
1842.11,1656.7247
1394.4,1415.6619
1278.48,1231.1035
1340.34,1169.4238
1210.01,1191.3105
1450.87,1328.7734
1515.36,1365.0151
1286.57,1327.8235
1335.48,1226.325
1245.6,1217.9364
1329.09,1162.309
1008.58,1051.2429
1197.01,1007.8469
1237.84,1087.027
1229.87,1112.2689
1118.3,1131.207
1301.04,1165.6986
1163.77,1193.4519
1643.33,1412.2124
1702.76,1485.4434
1281.1,1344.4706
996.49,1095.2401
1141.74,1024.8251
1188.37,1149.8239
1475.91,1259.4036
1267.38,1355.1582
1688.04,1539.6926
1880.52,1714.3162
1749.68,1669.7041
1635.3,1703.3706
1939.48,1710.1804
1817.93,1752.645
1779.45,1674.2351
1508.26,1512.585
1405.5,1408.9272
1522.09,1321.8395
1172.87,1245.2081
1348.38,1158.502
1358.54,1349.0748
1706.23,1546.0476
1429.82,1492.7866
1442.81,1288.8632
1404.36,1295.4338
1342.2,1229.3997
1314.39,1151.3817
1003.95,1051.7224
1094.34,1048.1047
1226.02,1097.751
1443.84,1157.7295
1184.02,1200.2893
1087.12,1224.6804
1220.06,1286.9509
1697.36,1375.9681
1598.91,1466.0337
1395.09,1539.0779
1782.62,1652.1246
1974.62,1749.1489
1714.39,1704.5544
1601.93,1514.7386
1221.47,1301.2429
1399.4,1192.9854
1169.21,1068.0884
860.42,844.92255
727.55,676.5695
600.02,606.47644
702.54,656.2833
844.31,691.98865
616.4,622.5087
611.35,525.2477
546.86,497.3047
543.63,521.15393
642.28,537.0072
575.84,478.3625
455.32,391.75552
335.33,319.66052
381.2,267.65515
382.88,226.5252
229.6,188.59283
185.94,125.112915
254.42,134.34729
231.67,196.39899
346.37,307.91534
516.23,412.30856
604.57,498.47144
597.74,586.94135
800.93,631.07825
656.47,627.5623
532.12,497.73383
495.8,455.1911
532.57,459.1214
731.65,591.79675
701.09,579.14526
548.04,522.67096
601.61,492.29608
548.68,471.5408
532.21,468.24646
474.74,432.56342
543.17,402.76135
416.82,371.27222
357.0,333.20612
426.27,342.28467
503.27,420.80237
505.67,498.951
714.38,604.7739
729.97,694.35767
769.98,732.369
812.24,725.434
789.5,771.63696
903.48,855.9179
1079.13,1007.116
1235.89,1177.0283
1395.89,1310.6055
1467.64,1436.375
1621.05,1543.7795
1688.93,1659.4905
1824.59,1771.4012
1933.68,1851.4907
1956.35,1891.1987
1932.19,1887.3613
1942.17,1872.733
1951.62,1872.8914
1924.81,1876.2021
1965.15,1885.5254
1952.02,1893.1514
1969.66,1903.18
1952.96,1908.3589
1991.94,1928.6179
2019.1,1934.1653
1977.14,1914.5757
1903.45,1872.9768
1890.29,1825.8611
1865.01,1803.1567
1860.68,1781.7693
1832.23,1740.8379
1730.62,1699.913
1784.5,1687.5088
1786.4,1696.9507
1752.85,1693.5939
1742.36,1642.4794
1686.81,1624.4904
1711.68,1629.6448
1717.45,1635.9431
1719.24,1637.1598
1704.15,1624.2793
1683.48,1605.1094
1689.36,1596.8735
1684.41,1590.0454
1657.86,1574.2832
1668.28,1562.8446
1641.35,1556.4738
1651.45,1551.7756
1651.74,1552.6296
1661.33,1546.2732
1609.23,1538.3805
1649.98,1540.191
1662.45,1551.7144
1647.22,1563.4711
1679.71,1570.0474
1653.68,1561.2974
1678.54,1557.3739
1619.86,1545.7266
1654.96,1531.5574
1631.77,1534.3799
1636.39,1539.5212
1642.6,1537.9819
1657.65,1548.6831
1639.23,1549.5696
1660.98,1547.1926
1643.82,1543.6118
1637.85,1532.866
1625.05,1522.6433
1624.86,1528.3469
1644.19,1519.991
1622.11,1522.2866
1577.09,1519.0063
1636.01,1520.8207
1661.91,1537.5286
1628.67,1544.5514
1617.35,1523.7168
1663.89,1516.9468
1567.48,1497.8264
1539.9,1491.0562
1694.14,1543.4542
1694.94,1632.4943
1723.06,1644.1575
1693.47,1615.0105
1706.21,1576.3315
1631.35,1493.306
1452.84,1451.9119
1675.37,1485.9812
1552.33,1544.5317
1527.86,1542.6755
1701.69,1542.1107
1677.3,1532.604
1476.96,1467.9968
1480.63,1406.6494
1418.61,1359.565
1493.48,1358.793
1372.87,1330.063
1357.6,1301.2974
1326.57,1309.2358
1458.42,1395.4043
1488.93,1440.8838
1485.4,1423.99
1418.08,1327.0723
1175.89,1179.2793
1095.43,1092.9629
1141.6,1105.5092
1222.83,1176.4307
1311.34,1189.0591
1051.02,1126.2627
1118.12,1028.9069
1109.06,1013.8176
1124.13,1043.7207
961.06,1046.354
1048.52,1079.9913
1267.77,1125.7754
1027.71,1087.1185
908.62,952.17554
1055.32,978.71136
1114.85,1082.2794
1177.43,1110.2471
1071.48,1130.7767
1168.4,1077.5242
964.2,893.8101
749.89,877.5404
1157.5,905.5502
781.67,928.8509
780.81,838.08563
828.48,830.25604
1043.91,865.30756
835.27,920.31885
1058.12,967.54114
1109.43,1088.956
1190.09,1200.78
1295.27,1245.7441
1290.07,1222.3718
1183.0,1184.1528
1110.97,1131.3408
1204.94,1126.721
1194.91,1151.8381
1088.09,1141.502
1188.66,1124.9142
1198.99,1151.3977
1095.79,1127.3563
1095.14,1091.6201
1120.4,1033.9624
1166.14,1010.8387
889.25,949.2052
957.64,843.0711
432.95,586.5215
440.04,363.00623
572.31,448.98077
622.35,597.3391
821.76,720.71985
708.24,639.0199
776.31,690.41595
759.98,675.5089
589.63,607.1519
455.84,465.98132
378.36,362.58063
466.43,375.0044
462.89,373.0763
536.34,631.40216
843.8,705.9709
503.77,545.2072
98.01,162.74261
210.05,90.681274
123.46,100.57361
206.14,282.66632
529.51,382.65393
451.72,331.83362
265.83,431.28827
812.18,535.3809
778.07,691.05743
677.8,695.5292
569.55,711.17505
679.92,631.46277
735.34,603.36365
660.98,657.4946
910.21,842.46735
709.91,760.5566
597.52,545.3152
454.4,426.4499
354.68,351.64066
392.43,358.35535
342.4,327.0617
382.88,375.50653
433.74,373.4343
384.25,395.74628
392.11,425.97552
562.64,469.08325
560.3,506.64105
513.69,552.5108
545.92,544.49695
626.48,525.42566
543.14,565.3896
545.01,575.4973
739.8,649.2523
632.92,639.31995
528.68,534.7497
455.96,398.67365
298.49,314.87823
296.73,291.92422
336.93,302.08478
349.85,365.69708
424.06,432.22876
538.92,509.32324
541.32,541.9066
572.31,552.3511
543.8,527.2953
465.82,465.44342
413.69,415.1822
423.86,381.7169
382.41,380.85364
418.15,378.30182
409.07,362.55206
295.34,322.7005
328.55,293.10193
354.73,295.46234
318.81,315.15118
345.49,325.19864
334.14,355.55426
475.17,420.69296
478.27,463.13882
460.7,437.5016
403.8,398.02374
378.52,371.2032
394.54,383.53467
463.57,448.50793
524.59,459.7246
414.4,450.25818
469.07,422.9563
395.39,402.9477
434.74,394.92996
394.72,347.69125
254.03,267.831
252.8,222.03638
205.65,224.88995
294.3,257.96466
312.97,303.72894
351.26,317.3822
274.11,280.70557
320.55,252.90668
189.4,207.51251
147.04,130.10056
86.4,81.320435
122.74,95.313965
137.82,121.28088
153.54,116.07483
66.21,72.40979
59.22,60.63092
100.45,82.70166
116.06,110.30725
129.39,123.000916
150.38,140.1908
166.3,133.26324
125.72,121.11423
106.72,81.84033
48.07,58.799377
74.38,52.041992
110.66,109.94409
152.83,121.08368
135.33,119.575806
120.09,87.83197
76.14,80.52869
96.29,66.52252
66.28,72.01099
92.72,92.903015
123.6,99.0199
138.35,117.99298
116.21,102.471985
78.85,74.295166
69.16,60.220703
78.46,61.172546
58.31,61.233154
72.01,57.197815
56.23,41.342285
31.14,22.909607
23.11,7.619812
0.0,-9.783508
0.0,-13.000122
0.0,-13.662842
0.0,-8.350037
0.0,-13.122131
0.0,-12.9019165
0.0,-8.105103
0.0,-12.96814
0.0,-11.533203
0.0,-14.440491
0.0,-10.155212
0.0,-12.309998
0.0,-8.526733
0.0,-7.5769043
0.0,-7.7682495
0.0,-7.849121
0.0,-10.661011
0.0,-12.795593
0.0,-5.8310547
0.0,-13.394531
0.0,-8.105469
0.0,-10.24707
0.0,-7.130554
0.0,-2.9468384
0.0,-7.8580933
0.0,-8.666321
0.0,-2.3960571
0.0,-7.6621704
0.0,-10.043396
0.0,-5.3079224
0.0,-7.1658325
0.0,-5.1189575
0.0,-2.8503418
0.0,-2.2634277
0.0,-6.3395996
0.0,-6.2139893
0.0,-1.0766602
0.0,-7.3079224
0.0,-6.6138916
0.0,-7.53656
0.0,-4.5459595
0.0,-4.1817627
0.0,-5.3653564
0.0,-7.649414
0.0,-1.4985962
0.0,-1.317627
0.0,-4.8082275
0.0,-6.138489
0.0,-9.521973
0.0,-9.86145
0.0,-4.8880005
0.0,10.500122
78.49,43.911255
71.76,66.976685
60.65,73.45245
92.86,77.57483
104.15,92.36505
124.62,110.18915
102.79,104.649536
131.52,104.92383
99.65,109.93439
94.13,125.94525
204.73,156.32458
197.12,180.51239
210.66,174.29352
147.69,156.99323
152.02,165.95212
223.1,219.0375
383.83,325.38934
344.5,385.85385
412.15,364.81604
361.25,285.78787
169.14,281.35687
400.5,293.05835
444.83,339.2701
213.27,336.02502
292.32,332.6316
457.16,336.65903
273.67,334.1568
361.46,281.07092
227.04,224.66724
175.54,166.38678
149.9,128.70813
146.83,105.740295
107.15,102.19299
107.35,119.52777
221.96,190.57916
301.16,263.77283
311.22,282.27478
237.71,260.89798
216.82,239.04224
259.4,250.98459
313.54,258.33173
203.48,215.49707
189.05,163.60391
145.66,128.93481
130.61,129.87793
156.6,160.43768
203.8,175.26447
212.25,212.50668
260.82,222.93848
221.86,211.37268
155.74,167.47803
164.56,147.74527
173.62,165.66507
207.92,191.36847
206.09,201.69214
196.37,222.37259
306.16,245.41003
217.75,235.78867
172.62,198.84216
175.58,193.22253
228.63,214.14853
277.48,248.7561
296.38,267.07608
217.83,268.00964
337.95,276.1429
311.66,282.4354
213.81,263.9391
267.3,243.48877
248.24,234.88562
309.76,240.92914
211.14,241.53363
212.67,261.95654
352.51,331.38098
462.98,416.65408
465.75,439.97095
412.34,396.93652
331.15,369.1955
378.59,355.9024
403.42,370.43555
358.04,378.45605
363.09,385.67877
449.73,432.2404
485.22,467.56567
489.06,476.25922
455.67,492.18182
536.46,491.879
495.58,540.9652
593.62,591.2726
686.18,674.6246
769.02,732.602
693.06,731.60364
764.97,700.26013
684.72,694.3273
649.97,700.9525
780.63,700.04834
755.35,752.1382
786.17,927.25586
1228.98,1073.6389
1119.39,1193.4114
1083.53,1229.8667
1493.39,1312.8193
1423.81,1367.2051
1277.25,1377.0452
1361.13,1285.0239
1132.99,1192.3995
1408.54,1348.4248
1285.93,1429.9741
1413.69,1379.016
1460.38,1418.233
1454.23,1491.9424
1591.83,1534.6069
1545.75,1526.5548
1467.73,1516.7592
1457.3,1513.2883
1529.7,1479.523
1492.74,1388.8896
1042.32,1168.7715
1202.37,1104.4038
1388.07,1279.9475
1375.84,1454.3156
1579.5,1549.3053
1620.24,1568.874
1781.26,1733.7195
1634.43,1707.6328
1574.48,1580.5435
1589.54,1606.203
1770.08,1733.7198
1622.57,1753.5137
1862.45,1788.4908
1918.72,1871.2092
1847.34,1954.6492
1840.11,1980.9241
1901.77,1969.7588
1928.45,1968.3251
2020.12,1947.5927
1997.52,1820.1132
1739.49,1637.3976
1503.11,1384.3726
821.66,1090.6877
1478.19,1089.2668
1648.38,1433.0403
1609.46,1480.2571
1377.14,1494.4545
1251.29,1478.2172
1430.71,1359.0681
1324.55,1196.6715
1122.44,1217.3254
1218.18,1359.501
1414.28,1379.1692
1547.42,1581.2184
1601.17,1632.7568
1675.79,1759.2034
1784.6,1804.4583
1815.98,1902.9988
1969.66,1960.3413
2005.73,2026.4441
2032.81,2041.0769
2031.27,2044.0035
1995.07,2015.8529
1978.64,2010.7793
1965.97,1950.3254
1822.59,1881.4314
2005.98,1926.5024
1932.43,2031.3074
2014.57,2023.8108
2006.92,2004.9668
2000.56,2027.5448
2016.43,2012.846
1923.56,1975.4812
2022.1,1981.4246
2007.83,2030.9188
2006.84,2009.5374
1942.08,1982.4502
1937.23,1954.1477
1974.89,1933.6528
1887.81,1896.882
1759.75,1844.19
1900.19,1821.0052
1772.35,1764.231
1554.05,1652.2644
1545.47,1492.1692
1311.27,1402.5303
1445.54,1423.1846
1500.27,1405.728
1233.71,1296.4746
1049.01,1141.5103
1145.91,1077.2478
976.48,1095.1871
1118.47,1141.1724
1271.21,1232.5555
1212.45,1330.228
1314.09,1350.483
1327.98,1357.5989
1590.53,1522.8174
1422.45,1524.5364
1228.03,1261.7937
1041.62,1111.3245
1097.6,1024.0724
830.05,979.574
1123.6,1046.3802
1322.42,1194.6355
1184.81,1193.5947
1038.44,1084.6827
858.6,985.4076
938.95,975.50806
1058.29,971.4823
861.01,974.32117
1012.34,968.726
1047.91,1036.916
1024.16,1079.4678
1096.22,1149.3497
1210.41,1183.8601
1165.62,1232.1997
1322.17,1258.9441
