y_true,y_pred
1147.81,1222.946
1102.08,1101.0785
1070.6,1004.08093
887.96,894.2861
694.16,759.77844
615.97,673.9331
633.44,648.58203
669.19,696.34204
761.48,793.2384
923.9,800.7475
628.86,777.6623
708.65,773.50037
919.74,844.6986
982.97,918.3348
1017.22,953.86273
823.23,865.9182
801.58,867.3517
924.23,850.05615
695.5,756.35693
735.54,755.253
953.96,846.268
944.92,1003.648
1192.08,1102.9146
924.81,1032.8306
922.28,978.0816
1066.07,957.7417
833.93,935.75464
959.48,874.3918
757.79,783.79785
674.1,740.6825
719.52,704.5313
736.12,743.456
843.55,824.79565
897.61,877.8186
873.37,918.21063
1034.78,953.7578
866.13,947.4691
918.4,890.3321
922.32,915.8725
1035.01,1001.1931
1085.78,1030.0114
982.72,1045.6709
1164.43,1093.8253
1073.8,1162.3019
1415.37,1297.4222
1407.13,1473.9111
1483.91,1476.0342
1410.89,1416.982
1453.05,1390.5156
1234.13,1255.4482
1040.83,1133.6682
1209.21,1147.1895
1229.51,1232.0687
1347.31,1212.9912
1108.67,1161.1919
964.1,1019.8203
822.01,978.7369
1094.95,1002.07996
1112.82,961.60223
768.53,977.3603
960.14,1008.4452
1198.1,1090.696
1194.67,1085.6361
787.31,894.3919
631.66,709.9072
756.06,688.92255
812.77,761.8917
791.02,945.3548
1085.39,1076.916
1195.44,1253.3115
1526.98,1378.3422
890.23,1140.4917
1000.61,1022.0742
1224.56,1044.2397
1052.74,1002.8319
865.09,927.6446
772.92,821.30444
666.27,747.6869
664.8,698.4323
664.33,679.4413
699.63,723.05725
846.78,775.13635
711.18,767.85657
829.61,713.29456
577.67,687.2446
619.79,624.54626
717.52,584.13196
459.61,568.88696
377.48,516.43994
527.53,639.98816
851.69,850.37445
1261.7,1098.5085
1259.08,1431.2136
1511.74,1644.7522
1800.0,1750.7021
1425.8,1572.1625
1179.36,1283.6777
1105.73,1086.2731
964.74,965.7009
1049.71,1012.19165
810.1,917.98676
1084.61,941.9535
963.09,960.312
812.97,860.2454
864.5,825.53656
796.48,803.01697
828.03,830.413
842.88,848.8688
868.43,887.4585
995.45,940.7844
910.18,954.50195
967.88,914.10657
754.47,809.9508
853.05,822.101
926.11,802.7804
689.41,769.2387
576.47,745.8214
881.52,817.68774
1099.05,1001.1932
970.41,1042.5535
897.15,1001.3483
976.78,894.88544
805.54,791.4569
719.37,758.7309
643.63,750.42035
785.67,819.34644
962.29,946.88025
1149.64,1014.96826
920.43,1042.442
869.43,1045.7185
974.63,1098.185
1170.54,1164.2399
1375.77,1196.7957
1240.59,1169.4102
1077.78,1067.0115
878.59,935.86694
627.12,812.6296
566.77,685.9641
566.64,611.48175
721.35,584.8762
534.95,534.5509
386.51,499.9181
350.03,476.89075
411.19,456.71317
534.99,436.73486
510.21,411.67157
388.82,385.2624
281.15,355.75592
260.92,338.85724
306.59,331.5362
374.93,285.47528
154.15,224.81659
99.97,113.05792
76.59,97.473206
151.18,116.76782
119.88,134.42404
130.07,131.37073
190.96,118.66791
103.06,105.30029
46.44,104.62152
76.06,149.51794
309.35,216.02112
91.07,184.24591
0.0,53.80304
0.0,-4.8807373
0.0,-17.009705
0.0,18.772522
57.69,25.489136
0.0,12.915527
0.0,25.806335
52.17,47.343384
129.53,77.24463
76.38,70.245544
13.87,31.330627
0.0,-11.219788
0.27,8.510559
15.11,31.536255
89.45,65.05121
107.88,105.50763
122.74,93.73627
51.4,74.25787
33.59,27.021606
19.93,21.782532
30.14,44.775574
159.7,135.98376
177.54,153.72809
102.06,112.28589
71.44,68.66681
2.97,20.328125
0.0,28.096619
97.87,58.590454
67.19,121.77164
231.46,172.55542
205.72,216.40509
162.17,220.23843
339.27,231.44543
245.76,273.01508
304.74,283.97998
127.77,198.51324
440.61,321.83527
569.22,523.3572
505.78,523.2975
526.21,485.24185
331.26,389.23032
325.47,349.2868
375.77,311.20798
239.31,281.02963
202.03,278.30237
365.34,346.05835
373.97,337.32666
249.32,306.36368
158.31,167.15497
115.93,139.08466
96.11,142.77554
122.73,166.43225
270.65,261.6786
398.11,342.79135
246.63,311.23087
333.94,290.72113
141.5,264.36053
173.16,235.73499
272.06,285.28882
386.15,425.42523
746.87,665.9645
699.7,823.90955
818.67,773.1884
619.98,837.5668
1277.84,1066.4285
1077.32,1263.2473
1358.35,1168.256
876.25,1088.3383
786.28,739.6936
606.66,596.8667
895.79,885.458
755.66,808.0189
672.25,749.2108
871.05,717.6298
561.81,720.3185
456.26,530.9214
465.36,426.3296
466.13,474.44672
413.67,451.34784
523.57,507.58328
397.84,444.15256
399.92,383.38672
313.79,346.32574
286.78,348.91022
403.03,349.99268
409.42,394.7588
299.78,437.7171
609.02,492.92303
512.6,525.7772
390.51,524.79065
377.82,547.3457
500.46,592.90686
735.59,645.9391
775.63,662.39124
597.44,617.34033
417.88,538.9922
406.68,453.8425
406.26,360.2855
327.93,305.9323
186.87,260.66745
246.66,235.48276
228.01,247.49493
295.3,266.23517
220.45,280.463
273.34,285.02414
317.21,345.4353
401.09,427.12817
497.14,484.7317
471.36,462.02496
361.08,418.11896
380.39,372.99194
328.47,357.77435
342.89,358.41565
430.45,443.11963
450.87,465.4302
478.62,497.79224
495.0,489.14575
404.97,498.08673
574.88,503.5545
478.61,477.3864
299.64,386.6872
360.54,341.77808
358.69,346.12097
317.56,371.2129
388.21,385.1853
348.91,391.49548
419.66,409.47015
388.92,419.03363
397.68,418.23752
413.07,410.58856
364.42,410.05527
370.02,405.15033
373.73,421.33734
486.1,437.42078
461.75,443.97882
322.92,424.71008
364.1,441.29547
535.86,509.10785
569.66,549.73376
476.73,531.67596
419.75,481.16278
419.75,389.26385
311.03,315.79938
206.35,280.7675
353.33,333.59583
386.8,408.9109
446.5,424.35696
273.2,372.0788
378.3,363.38922
417.21,405.29144
372.15,435.4422
420.31,437.30228
392.19,434.76526
423.22,448.0522
440.76,473.20416
485.56,479.7898
395.84,454.8181
408.38,414.14606
372.66,400.20508
376.42,397.7532
364.39,401.85516
354.18,398.37387
401.56,401.75568
350.54,367.81934
294.0,305.12347
167.81,226.10474
122.41,145.22992
106.01,135.27014
105.82,124.56531
72.06,116.15802
119.71,118.88849
150.54,137.43494
94.86,149.10208
82.39,157.05795
250.08,216.86755
267.48,310.16605
329.79,308.38837
291.09,301.8431
176.08,240.24496
196.13,235.05624
250.82,283.13428
378.2,376.77295
317.12,399.03674
384.08,401.90024
401.53,360.6598
220.24,272.2396
80.42,164.09296
101.12,126.05713
150.92,138.26202
103.41,176.73944
193.74,185.20013
140.2,189.65613
162.41,184.9209
143.57,191.91193
205.49,210.36292
195.42,236.2876
245.07,252.93237
201.98,255.56439
305.17,276.58258
321.35,278.18814
215.94,304.1206
266.06,364.02277
562.66,505.51154
466.48,551.6316
423.95,473.30145
362.66,376.2333
270.16,304.40155
213.38,250.65936
159.45,210.3465
154.34,182.93292
133.84,168.17648
83.95,150.42969
113.51,128.61472
67.32,117.08984
84.92,101.61969
59.01,93.65265
31.12,74.27203
22.86,64.02295
52.54,68.13953
51.61,102.64935
94.4,117.72577
111.96,121.13397
78.88,116.491455
76.75,118.80597
96.2,126.433655
152.69,175.86469
202.42,223.48596
204.34,249.86511
226.17,261.8529
248.89,289.2155
293.72,325.5014
305.31,329.97446
282.55,314.40216
283.69,289.5697
232.6,277.2191
213.35,258.95135
227.94,288.21002
340.16,340.29987
372.34,435.0954
436.25,458.8056
465.87,465.93805
349.48,416.0656
336.68,345.53796
279.05,320.4297
290.03,321.72888
279.73,289.05466
261.58,364.62958
443.8,407.16403
353.51,380.8804
171.67,269.13345
205.24,207.54657
170.2,196.711
152.09,199.25626
208.27,239.99036
174.22,234.9794
217.77,256.3587
239.57,295.09106
241.06,275.43326
215.71,220.69922
0.0,109.23285
0.0,28.087097
0.0,22.694824
0.0,31.387817
0.0,37.98883
0.0,30.326904
0.0,36.14453
0.0,31.913696
0.0,31.035156
0.0,31.786804
0.0,38.70819
1.56,47.80066
61.09,79.01178
59.78,105.74176
82.42,126.32391
113.31,148.68225
126.22,166.20084
136.91,158.4347
74.91,119.85504
29.02,66.91687
4.47,38.74591
8.63,39.29242
4.19,48.575806
20.64,46.904785
17.74,51.711487
11.91,52.38916
21.24,55.530518
37.29,53.1167
18.62,58.24066
12.98,51.596985
5.45,44.738647
24.05,49.442566
21.84,57.32141
4.86,50.35742
11.8,45.611633
11.53,45.759277
31.77,60.81604
57.51,78.802
33.36,91.35889
84.6,123.65701
153.03,172.79971
141.8,195.39365
162.36,188.02264
120.8,154.01044
87.69,128.22968
77.5,111.87543
79.33,110.560425
45.6,106.421265
109.17,110.29974
56.97,112.25195
47.74,91.75958
72.73,81.96936
10.16,64.069824
7.11,49.144287
21.45,37.86438
1.5,36.354004
0.0,33.79962
0.0,32.27307
9.38,59.68695
66.7,87.00427
84.64,112.359985
53.5,112.67517
82.43,104.33136
56.82,106.53723
79.15,105.96442
77.94,96.88373
18.5,72.12494
5.77,57.685486
52.36,70.11017
56.45,93.58551
52.09,80.25098
24.24,60.557373
6.83,41.87207
0.0,33.1391
6.69,41.583984
25.17,53.21466
9.41,57.512085
45.24,70.78143
47.14,84.1759
55.36,98.38818
70.25,108.05249
77.65,117.53369
100.02,118.33716
60.41,101.6181
39.73,73.12158
22.81,59.811157
24.04,48.97174
16.82,60.405273
39.02,64.86578
39.91,74.08386
48.29,83.7074
35.06,76.75256
42.62,56.13391
7.12,51.163635
0.0,40.75836
0.0,30.792847
0.0,32.33905
0.0,37.70813
0.0,33.715637
0.0,30.527527
0.0,32.24713
6.53,49.371155
35.97,66.46246
57.71,91.885925
73.47,99.38483
49.61,84.64148
11.66,58.100464
17.74,46.36029
14.0,46.541504
5.12,40.412415
0.0,34.770752
0.0,30.435669
0.0,47.98004
27.49,74.19946
76.91,98.08911
72.04,108.76636
36.35,74.55188
15.24,59.83722
24.27,49.137573
15.51,52.262512
0.0,50.13501
33.11,54.581543
18.94,62.071167
41.12,68.346436
25.4,64.55493
40.63,71.762634
67.71,78.75842
24.93,72.15198
22.89,53.904358
30.51,63.393616
48.32,81.712036
57.79,84.17877
31.74,69.78113
0.0,37.33545
0.0,30.82788
0.0,28.616394
0.0,35.057617
0.0,29.76538
0.0,31.44806
0.0,31.383545
0.0,29.406616
0.0,32.144165
0.0,36.31598
0.0,28.813782
0.0,29.342041
0.0,35.406372
0.0,31.95398
0.0,31.643555
0.0,33.935608
0.0,35.24164
0.0,31.308289
0.0,27.182129
0.0,30.661072
0.0,39.004578
32.13,56.794495
62.02,93.76868
89.66,117.273315
98.98,129.06909
98.26,119.77692
61.99,112.13135
92.79,105.0827
77.07,112.056885
89.9,116.897644
94.57,121.77008
99.04,134.88672
131.41,163.0665
172.02,193.03094
186.05,226.56775
220.74,251.39496
242.13,277.33313
284.28,283.75473
265.45,282.75922
214.06,268.22702
218.11,260.69037
247.47,286.2151
317.69,317.61517
268.28,292.66998
180.41,234.47583
154.05,180.11841
147.6,162.24701
111.99,152.4118
144.52,166.36499
145.1,153.85504
102.42,137.22339
56.29,110.66748
87.98,108.007935
91.59,111.738464
101.69,116.31824
68.18,98.54999
55.2,96.84796
92.87,122.597534
137.92,166.18787
172.86,192.47528
169.58,185.80206
130.64,147.43079
68.42,102.86725
27.36,55.943237
20.98,34.31378
0.0,44.063354
24.73,58.57013
